Scientific_name,English_name,TipLabel,Female_plumage_score,Male_plumage_score
Anthus godlewskii,Blyth's Pipit,Anthus_godlewskii,38.47222222,40.97222222
Anthus gustavi,Pechora Pipit,Anthus_gustavi,44.44444444,42.22222222
Anthus gutturalis,Alpine Pipit,Anthus_gutturalis,39.02777778,40
Anthus hellmayri,Hellmayr's Pipit,Anthus_hellmayri,42.77777778,41.80555556
Anthus hodgsoni,Olive-backed Pipit,Anthus_hodgsoni,44.16666667,41.11111111
Anthus hoeschi,Mountain Pipit,Anthus_hoeschi,42.22222222,41.66666667
Anthus leucophrys,Plain-backed Pipit,Anthus_leucophrys,41.80555556,38.19444444
Anthus lineiventris,Striped Pipit,Anthus_lineiventris,40.69444444,39.02777778
Anthus longicaudatus,Long-tailed Pipit,Anthus_longicaudatus,41.94444444,41.66666667
Anthus lutescens,Yellowish Pipit,Anthus_lutescens,39.86111111,40.83333333
Anthus melindae,Malindi Pipit,Anthus_melindae,42.36111111,41.66666667
Anthus nattereri,Ochre-breasted Pipit,Anthus_nattereri,40.13888889,39.44444444
Anthus nilghiriensis,Nilgiri Pipit,Anthus_nilghiriensis,43.33333333,39.30555556
Anthus novaeseelandiae,Australasian Pipit,Anthus_novaeseelandiae,40.69444444,39.72222222
Anthus pallidiventris,Long-legged Pipit,Anthus_pallidiventris,40,39.86111111
Anthus petrosus,Rock Pipit,Anthus_petrosus,46.52777778,46.66666667
Anthus pratensis,Meadow Pipit,Anthus_pratensis,43.61111111,42.5
Anthus richardi,Richard's Pipit,Anthus_richardi,40.55555556,40.55555556
Anthus roseatus,Rosy Pipit,Anthus_roseatus,44.86111111,41.80555556
Anthus rubescens,American Pipit,Anthus_rubescens,40.97222222,39.02777778
Anthus rufulus,Paddyfield Pipit,Anthus_rufulus,39.44444444,40.55555556
Anthus similis,Long-billed Pipit,Anthus_similis,39.44444444,39.16666667
Anthus sokokensis,Sokoke Pipit,Anthus_sokokensis,46.38888889,45.41666667
Anthus spinoletta,Water Pipit,Anthus_spinoletta,44.16666667,41.66666667
Anthus spragueii,Sprague's Pipit,Anthus_spragueii,40.69444444,41.80555556
Anthus sylvanus,Upland Pipit,Anthus_sylvanus,41.25,42.36111111
Anthus trivialis,Tree Pipit,Anthus_trivialis,40.97222222,45.41666667
Anthus vaalensis,Buffy Pipit,Anthus_vaalensis,40.27777778,41.38888889
Antilophia bokermanni,Araripe Manakin,Antilophia_bokermanni,37.5,60.27777778
Antilophia galeata,Helmeted Manakin,Antilophia_galeata,39.72222222,69.16666667
Anumbius annumbi,Firewood-gatherer,Anumbius_annumbi,43.47222222,43.19444444
Apalis alticola,Brown-headed Apalis,Apalis_alticola,44.72222222,46.66666667
Apalis argentea,Kungwe Apalis,Apalis_argentea,52.22222222,51.80555556
Apalis bamendae,Bamenda Apalis,Apalis_bamendae,39.86111111,41.11111111
Apalis binotata,Masked Apalis,Apalis_binotata,52.36111111,54.16666667
Apalis chapini,Chapin's Apalis,Apalis_chapini,42.5,43.05555556
Apalis chariessa,White-winged Apalis,Apalis_chariessa,49.72222222,60.83333333
Apalis chirindensis,Chirinda Apalis,Apalis_chirindensis,50.69444444,46.66666667
Apalis cinerea,Grey Apalis,Apalis_cinerea,49.86111111,51.25
Apalis flavida,Yellow-breasted Apalis,Apalis_flavida,44.72222222,47.91666667
Apalis flavigularis,Yellow-throated Apalis,Apalis_flavigularis,53.75,57.08333333
Apalis fuscigularis,Taita Apalis,Apalis_fuscigularis,50.13888889,49.86111111
Apalis goslingi,Gosling's Apalis,Apalis_goslingi,51.11111111,51.25
Apalis jacksoni,Black-throated Apalis,Apalis_jacksoni,47.22222222,55.83333333
Apalis karamojae,Karamoja Apalis,Apalis_karamojae,49.30555556,48.61111111
Apalis lynesi,Namuli Apalis,Apalis_lynesi,54.30555556,53.61111111
Apalis melanocephala,Black-headed Apalis,Apalis_melanocephala,44.44444444,54.72222222
Apalis nigriceps,Black-capped Apalis,Apalis_nigriceps,48.61111111,58.75
Apalis personata,Black-faced Apalis,Apalis_personata,69.58333333,65.97222222
Apalis porphyrolaema,Chestnut-throated Apalis,Apalis_porphyrolaema,46.38888889,49.58333333
Apalis ruddi,Rudd's Apalis,Apalis_ruddi,44.44444444,44.30555556
Apalis rufogularis,Buff-throated Apalis,Apalis_rufogularis,44.72222222,53.75
Apalis sharpii,Sharpe's Apalis,Apalis_sharpii,47.5,53.75
Apalis thoracica,Bar-throated Apalis,Apalis_thoracica,48.61111111,48.61111111
Apalopteron familiare,Bonin White-eye,Apalopteron_familiare,51.94444444,54.16666667
Aphanotriccus audax,Black-billed Flycatcher,Aphanotriccus_audax,40.13888889,40.69444444
Aphanotriccus capitalis,Tawny-chested Flycatcher,Aphanotriccus_capitalis,47.77777778,49.16666667
Aphelocephala leucopsis,Southern Whiteface,Aphelocephala_leucopsis,55,52.5
Aphelocephala nigricincta,Banded Whiteface,Aphelocephala_nigricincta,50.55555556,53.88888889
Aphelocephala pectoralis,Chestnut-breasted Whiteface,Aphelocephala_pectoralis,48.61111111,46.11111111
Aphelocoma californica,Western Scrub-jay,Aphelocoma_californica,61.25,60.55555556
Aphelocoma coerulescens,Florida Scrub-jay,Aphelocoma_coerulescens,55.41666667,52.91666667
Aphelocoma insularis,Island Scrub-jay,Aphelocoma_insularis,58.47222222,59.02777778
Aphelocoma ultramarina,Mexican Jay,Aphelocoma_ultramarina,61.38888889,58.75
Aphelocoma unicolor,Unicoloured Jay,Aphelocoma_unicolor,71.94444444,71.66666667
Aphrastura masafuerae,Masafuera Rayadito,Aphrastura_masafuerae,42.5,43.33333333
Aphrastura spinicauda,Thorn-tailed Rayadito,Aphrastura_spinicauda,57.63888889,57.77777778
Aplonis atrifusca,Samoan Starling,Aplonis_atrifusca,52.22222222,54.30555556
Aplonis brunneicapillus,White-eyed Starling,Aplonis_brunneicapillus,53.88888889,53.61111111
Aplonis cantoroides,Singing Starling,Aplonis_cantoroides,55.13888889,55.83333333
Aplonis cinerascens,Rarotonga Starling,Aplonis_cinerascens,47.36111111,50.41666667
Aplonis crassa,Tanimbar Starling,Aplonis_crassa,54.58333333,54.72222222
Aplonis dichroa,San Cristobal Starling,Aplonis_dichroa,60.27777778,60.27777778
Aplonis feadensis,Atoll Starling,Aplonis_feadensis,54.02777778,57.77777778
Aplonis grandis,Brown-winged Starling,Aplonis_grandis,59.44444444,61.52777778
Aplonis insularis,Rennell Starling,Aplonis_insularis,57.36111111,57.5
Aplonis magna,Long-tailed Starling,Aplonis_magna,54.58333333,57.08333333
Aplonis metallica,Metallic Starling,Aplonis_metallica,53.61111111,50.13888889
Aplonis minor,Short-tailed Starling,Aplonis_minor,55.13888889,59.44444444
Aplonis mysolensis,Moluccan Starling,Aplonis_mysolensis,58.61111111,59.16666667
Aplonis mystacea,Yellow-eyed Starling,Aplonis_mystacea,59.16666667,58.47222222
Aplonis opaca,Micronesian Starling,Aplonis_opaca,56.94444444,59.72222222
Aplonis panayensis,Asian Glossy Starling,Aplonis_panayensis,55,48.05555556
Aplonis pelzelni,Pohnpei Starling,Aplonis_pelzelni,48.75,49.02777778
Aplonis santovestris,Santo Starling,Aplonis_santovestris,44.72222222,42.77777778
Aplonis striata,Striated Starling,Aplonis_striata,48.88888889,58.19444444
Aplonis tabuensis,Polynesian Starling,Aplonis_tabuensis,39.02777778,40.55555556
Aplonis zelandica,Rusty-winged Starling,Aplonis_zelandica,42.5,43.75
Arachnothera affinis,Grey-breasted Spiderhunter,Arachnothera_affinis,43.61111111,42.36111111
Arachnothera chrysogenys,Yellow-eared Spiderhunter,Arachnothera_chrysogenys,39.02777778,40.27777778
Arachnothera clarae,Naked-faced Spiderhunter,Arachnothera_clarae,37.08333333,38.05555556
Arachnothera crassirostris,Thick-billed Spiderhunter,Arachnothera_crassirostris,37.22222222,36.52777778
Arachnothera flavigaster,Spectacled Spiderhunter,Arachnothera_flavigaster,40.83333333,42.22222222
Arachnothera juliae,Whitehead's Spiderhunter,Arachnothera_juliae,45.97222222,41.52777778
Arachnothera longirostra,Little Spiderhunter,Arachnothera_longirostra,37.08333333,35
Arachnothera magna,Streaked Spiderhunter,Arachnothera_magna,42.08333333,39.86111111
Arachnothera robusta,Long-billed Spiderhunter,Arachnothera_robusta,36.11111111,36.94444444
Archboldia papuensis,Archbold's Bowerbird,Archboldia_papuensis,54.72222222,62.36111111
Arremon abeillei,Black-capped Sparrow,Arremon_abeillei,59.30555556,57.77777778
Arremon aurantiirostris,Orange-billed Sparrow,Arremon_aurantiirostris,58.33333333,61.94444444
Arremon brunneinucha,Chestnut-capped Brush-finch,Arremon_brunneinucha,54.02777778,53.88888889
Arremon castaneiceps,Olive Finch,Arremon_castaneiceps,50.55555556,52.08333333
Arremon crassirostris,Sooty-faced Finch,Arremon_crassirostris,49.58333333,51.52777778
Arremon flavirostris,Saffron-billed Sparrow,Arremon_flavirostris,49.58333333,56.66666667
Arremon franciscanus,Sao Francisco Sparrow,Arremon_franciscanus,55.97222222,54.86111111
Arremon schlegeli,Golden-winged Sparrow,Arremon_schlegeli,51.80555556,58.47222222
Arremon semitorquatus,Half-collared Sparrow,Arremon_semitorquatus,50.83333333,58.05555556
Arremon taciturnus,Pectoral Sparrow,Arremon_taciturnus,51.94444444,57.08333333
Arremon torquatus,Stripe-headed Brush-finch,Arremon_torquatus,58.75,55.83333333
Arremon virenticeps,Green-striped Brush-finch,Arremon_virenticeps,58.33333333,58.61111111
Arremonops chloronotus,Green-backed Sparrow,Arremonops_chloronotus,56.11111111,54.86111111
Arremonops conirostris,Black-striped Sparrow,Arremonops_conirostris,55.13888889,54.44444444
Arremonops rufivirgatus,Olive Sparrow,Arremonops_rufivirgatus,49.44444444,48.75
Arremonops tocuyensis,Tocuyo Sparrow,Arremonops_tocuyensis,53.88888889,52.63888889
Arses insularis,Rufous-collared Monarch,Arses_insularis,49.72222222,55.69444444
Arses kaupi,Pied Monarch,Arses_kaupi,59.72222222,62.36111111
Arses telescophthalmus,Frilled Monarch,Arses_telescophthalmus,51.38888889,60.13888889
Artamella viridis,White-headed Vanga,Artamella_viridis,48.88888889,57.63888889
Artamus cinereus,Black-faced Woodswallow,Artamus_cinereus,50.55555556,49.86111111
Artamus cyanopterus,Dusky Woodswallow,Artamus_cyanopterus,48.75,48.88888889
Artamus fuscus,Ashy Woodswallow,Artamus_fuscus,51.25,48.88888889
Artamus insignis,Bismarck Woodswallow,Artamus_insignis,59.72222222,60.13888889
Artamus leucorynchus,White-breasted Woodswallow,Artamus_leucorynchus,54.30555556,51.52777778
Artamus maximus,Great Woodswallow,Artamus_maximus,62.08333333,60.13888889
Artamus mentalis,Fiji Woodswallow,Artamus_mentalis,58.88888889,57.08333333
Artamus minor,Little Woodswallow,Artamus_minor,47.5,48.33333333
Artamus monachus,Ivory-backed Woodswallow,Artamus_monachus,54.16666667,53.88888889
Artamus personatus,Masked Woodswallow,Artamus_personatus,51.80555556,52.77777778
Artamus superciliosus,White-browed Woodswallow,Artamus_superciliosus,48.19444444,54.72222222
Artisornis metopias,African Tailorbird,Artisornis_metopias,46.25,47.08333333
Artisornis moreaui,Long-billed Tailorbird,Artisornis_moreaui,45.83333333,46.94444444
Arundinicola leucocephala,White-headed Marsh-tyrant,Arundinicola_leucocephala,46.94444444,63.47222222
Ashbyia lovensis,Gibberbird,Ashbyia_lovensis,47.36111111,48.88888889
Asthenes anthoides,Austral Canastero,Asthenes_anthoides,43.88888889,44.30555556
Asthenes baeri,Short-billed Canastero,Asthenes_baeri,40.27777778,37.91666667
Asthenes berlepschi,Berlepsch's Canastero,Asthenes_berlepschi,42.91666667,43.61111111
Asthenes cactorum,Cactus Canastero,Asthenes_cactorum,46.66666667,44.02777778
Asthenes dorbignyi,Creamy-breasted Canastero,Asthenes_dorbignyi,40.69444444,39.72222222
Asthenes flammulata,Many-striped Canastero,Asthenes_flammulata,45.97222222,43.47222222
Asthenes heterura,Maquis Canastero,Asthenes_heterura,43.61111111,44.30555556
Asthenes hudsoni,Hudson's Canastero,Asthenes_hudsoni,43.33333333,43.19444444
Asthenes humicola,Dusky-tailed Canastero,Asthenes_humicola,49.16666667,45.97222222
Asthenes humilis,Streak-throated Canastero,Asthenes_humilis,42.5,41.94444444
Asthenes luizae,Cipo Canastero,Asthenes_luizae,44.02777778,43.47222222
Asthenes maculicauda,Scribble-tailed Canastero,Asthenes_maculicauda,41.38888889,40.97222222
Asthenes modesta,Cordilleran Canastero,Asthenes_modesta,42.22222222,42.36111111
Asthenes ottonis,Rusty-fronted Canastero,Asthenes_ottonis,43.88888889,44.72222222
Asthenes patagonica,Patagonian Canastero,Asthenes_patagonica,39.58333333,39.86111111
Asthenes pudibunda,Canyon Canastero,Asthenes_pudibunda,41.38888889,40.83333333
Asthenes pyrrholeuca,Lesser Canastero,Asthenes_pyrrholeuca,39.30555556,43.19444444
Asthenes sclateri,Puno Canastero,Asthenes_sclateri,42.22222222,41.52777778
Asthenes steinbachi,Steinbach's Canastero,Asthenes_steinbachi,42.36111111,37.22222222
Asthenes urubambensis,Line-fronted Canastero,Asthenes_urubambensis,43.75,43.61111111
Asthenes virgata,Junin Canastero,Asthenes_virgata,42.36111111,41.80555556
Asthenes wyatti,Streak-backed Canastero,Asthenes_wyatti,41.52777778,40.83333333
Astrapia mayeri,Ribbon-tailed Astrapia,Astrapia_mayeri,63.33333333,59.58333333
Astrapia nigra,Arfak Astrapia,Astrapia_nigra,60.13888889,60.55555556
Astrapia rothschildi,Huon Astrapia,Astrapia_rothschildi,65.13888889,60.13888889
Astrapia splendidissima,Splendid Astrapia,Astrapia_splendidissima,61.94444444,66.52777778
Astrapia stephaniae,Stephanie's Astrapia,Astrapia_stephaniae,62.08333333,64.30555556
Atalotriccus pilaris,Pale-eyed Pygmy-tyrant,Atalotriccus_pilaris,44.30555556,40.69444444
Atlapetes albiceps,White-headed Brush-finch,Atlapetes_albiceps,53.61111111,50
Atlapetes albinucha,White-naped Brush-finch,Atlapetes_albinucha,57.36111111,57.08333333
Atlapetes albofrenatus,Moustached Brush-finch,Atlapetes_albofrenatus,48.05555556,47.91666667
Atlapetes canigenis,Grey Brush-finch,Atlapetes_canigenis,49.58333333,50.41666667
Atlapetes citrinellus,Yellow-striped Brush-finch,Atlapetes_citrinellus,46.52777778,45.27777778
Atlapetes flaviceps,Yellow-headed Brush-finch,Atlapetes_flaviceps,45.83333333,44.16666667
Atlapetes forbesi,Apurimac Brush-finch,Atlapetes_forbesi,48.61111111,47.08333333
Atlapetes fulviceps,Fulvous-headed Brush-finch,Atlapetes_fulviceps,45.97222222,46.11111111
Atlapetes fuscoolivaceus,Dusky-headed Brush-finch,Atlapetes_fuscoolivaceus,49.02777778,44.58333333
Atlapetes latinuchus,Yellow-breasted Brush-finch,Atlapetes_latinuchus,48.19444444,46.80555556
Atlapetes leucopis,White-rimmed Brush-finch,Atlapetes_leucopis,48.19444444,48.61111111
Atlapetes leucopterus,White-winged Brush-finch,Atlapetes_leucopterus,53.05555556,49.72222222
Atlapetes melanocephalus,Santa Marta Brush-finch,Atlapetes_melanocephalus,57.22222222,59.44444444
Atlapetes melanolaemus,Black-faced Brush-finch,Atlapetes_melanolaemus,51.52777778,47.5
Atlapetes melanopsis,Black-spectacled Brush-finch,Atlapetes_melanopsis,50.97222222,49.72222222
Atlapetes nationi,Rusty-bellied Brush-finch,Atlapetes_nationi,54.16666667,53.33333333
Atlapetes pallidiceps,Pale-headed Brush-finch,Atlapetes_pallidiceps,51.52777778,51.52777778
Atlapetes pallidinucha,Pale-naped Brush-finch,Atlapetes_pallidinucha,51.25,50.69444444
Atlapetes personatus,Tepui Brush-finch,Atlapetes_personatus,48.88888889,45.69444444
Atlapetes pileatus,Rufous-capped Brush-finch,Atlapetes_pileatus,47.5,46.11111111
Atlapetes rufigenis,Rufous-eared Brush-finch,Atlapetes_rufigenis,47.5,47.91666667
Atlapetes rufinucha,Rufous-naped Brush-finch,Atlapetes_rufinucha,44.44444444,47.36111111
Atlapetes schistaceus,Slaty Brush-finch,Atlapetes_schistaceus,52.91666667,51.80555556
Atlapetes seebohmi,Bay-crowned Brush-finch,Atlapetes_seebohmi,50.27777778,50.13888889
Atlapetes semirufus,Ochre-breasted Brush-finch,Atlapetes_semirufus,47.77777778,49.72222222
Atlapetes terborghi,Vilcabamba Brush-finch,Atlapetes_terborghi,46.66666667,43.19444444
Atlapetes tricolor,Tricoloured Brush-finch,Atlapetes_tricolor,51.25,50.55555556
Atrichornis clamosus,Noisy Scrub-bird,Atrichornis_clamosus,50.41666667,47.5
Atrichornis rufescens,Rufous Scrub-bird,Atrichornis_rufescens,43.47222222,51.11111111
Atticora fasciata,White-banded Swallow,Atticora_fasciata,55,55.13888889
Atticora melanoleuca,Black-collared Swallow,Atticora_melanoleuca,49.86111111,50.41666667
Attila bolivianus,Dull-capped Attila,Attila_bolivianus,53.61111111,55.13888889
Attila cinnamomeus,Cinnamon Attila,Attila_cinnamomeus,54.44444444,55
Attila citriniventris,Citron-bellied Attila,Attila_citriniventris,50.27777778,47.36111111
Attila phoenicurus,Rufous-tailed Attila,Attila_phoenicurus,53.19444444,52.63888889
Attila rufus,Grey-hooded Attila,Attila_rufus,56.66666667,53.33333333
Attila spadiceus,Bright-rumped Attila,Attila_spadiceus,43.61111111,42.91666667
Attila torridus,Ochraceous Attila,Attila_torridus,52.22222222,50.55555556
Auriparus flaviceps,Verdin,Auriparus_flaviceps,50.69444444,48.33333333
Automolus infuscatus,Olive-backed Foliage-gleaner,Automolus_infuscatus,39.16666667,41.25
Automolus leucophthalmus,White-eyed Foliage-gleaner,Automolus_leucophthalmus,41.25,40.13888889
Automolus melanopezus,Brown-rumped Foliage-gleaner,Automolus_melanopezus,38.75,40.97222222
Automolus ochrolaemus,Buff-throated Foliage-gleaner,Automolus_ochrolaemus,37.08333333,39.72222222
Automolus rubiginosus,Ruddy Foliage-gleaner,Automolus_rubiginosus,52.22222222,49.16666667
Automolus rufipileatus,Chestnut-crowned Foliage-gleaner,Automolus_rufipileatus,41.11111111,39.30555556
Babax koslowi,Tibetan Babax,Babax_koslowi,42.08333333,40.27777778
Babax lanceolatus,Chinese Babax,Babax_lanceolatus,38.33333333,40.97222222
Babax waddelli,Giant Babax,Babax_waddelli,42.36111111,42.5
Baeolophus atricristatus,Black-crested Titmouse,Baeolophus_atricristatus,50,50
Baeolophus bicolor,Tufted Titmouse,Baeolophus_bicolor,53.33333333,51.38888889
Baeolophus inornatus,Oak Titmouse,Baeolophus_inornatus,40.41666667,41.25
Baeolophus ridgwayi,Juniper Titmouse,Baeolophus_ridgwayi,45.41666667,44.02777778
Baeolophus wollweberi,Bridled Titmouse,Baeolophus_wollweberi,56.80555556,52.91666667
Baeopogon clamans,White-tailed Greenbul,Baeopogon_clamans,45,47.36111111
Baeopogon indicator,Honeyguide Greenbul,Baeopogon_indicator,45,45.41666667
Bangsia arcaei,Blue-and-gold Tanager,Bangsia_arcaei,60.83333333,59.16666667
Bangsia aureocincta,Gold-ringed Tanager,Bangsia_aureocincta,53.33333333,56.25
Bangsia edwardsi,Moss-backed Tanager,Bangsia_edwardsi,57.22222222,56.94444444
Bangsia melanochlamys,Black-and-gold Tanager,Bangsia_melanochlamys,59.02777778,55.97222222
Bangsia rothschildi,Golden-chested Tanager,Bangsia_rothschildi,58.05555556,59.02777778
Basileuterus basilicus,Santa Marta Warbler,Basileuterus_basilicus,49.86111111,49.86111111
Basileuterus belli,Golden-browed Warbler,Basileuterus_belli,44.30555556,42.91666667
Basileuterus bivittatus,Two-banded Warbler,Basileuterus_bivittatus,44.58333333,46.94444444
Basileuterus chrysogaster,Golden-bellied Warbler,Basileuterus_chrysogaster,42.63888889,42.91666667
Basileuterus cinereicollis,Grey-throated Warbler,Basileuterus_cinereicollis,50.83333333,50.13888889
Basileuterus conspicillatus,White-lored Warbler,Basileuterus_conspicillatus,44.02777778,46.25
Basileuterus coronatus,Russet-crowned Warbler,Basileuterus_coronatus,47.91666667,48.47222222
Basileuterus culicivorus,Golden-crowned Warbler,Basileuterus_culicivorus,45,44.02777778
Basileuterus flaveolus,Flavescent Warbler,Basileuterus_flaveolus,41.52777778,37.91666667
Basileuterus fraseri,Grey-and-gold Warbler,Basileuterus_fraseri,47.5,45.27777778
Basileuterus griseiceps,Grey-headed Warbler,Basileuterus_griseiceps,49.44444444,50.55555556
Basileuterus hypoleucus,White-bellied Warbler,Basileuterus_hypoleucus,47.08333333,47.77777778
Basileuterus ignotus,Pirre Warbler,Basileuterus_ignotus,46.38888889,46.38888889
Basileuterus leucoblepharus,White-browed Warbler,Basileuterus_leucoblepharus,50.13888889,49.44444444
Basileuterus leucophrys,White-striped Warbler,Basileuterus_leucophrys,50.27777778,46.38888889
Basileuterus luteoviridis,Citrine Warbler,Basileuterus_luteoviridis,43.05555556,40.55555556
Basileuterus melanogenys,Black-cheeked Warbler,Basileuterus_melanogenys,50.55555556,50.41666667
Basileuterus nigrocristatus,Black-crested Warbler,Basileuterus_nigrocristatus,52.36111111,51.25
Basileuterus rufifrons,Rufous-capped Warbler,Basileuterus_rufifrons,48.05555556,43.88888889
Basileuterus signatus,Pale-legged Warbler,Basileuterus_signatus,42.5,44.02777778
Basileuterus trifasciatus,Three-banded Warbler,Basileuterus_trifasciatus,44.58333333,40.13888889
Basileuterus tristriatus,Three-striped Warbler,Basileuterus_tristriatus,40.97222222,40.97222222
Basilornis celebensis,Sulawesi Myna,Basilornis_celebensis,62.08333333,60.69444444
